tensor(0.6656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6836, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7386, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6320, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6728, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6507, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6031, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6846, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6700, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6798, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6386, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6376, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6789, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6764, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6412, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6515, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6557, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6923, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7245, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6857, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6570, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6802, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6763, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6690, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6426, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6460, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7465, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6953, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6978, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6492, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6720, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6355, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7218, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6948, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6935, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6707, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6759, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6600, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6999, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7318, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6943, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6786, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7132, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6784, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6741, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6685, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6672, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6543, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6527, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6849, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6894, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5813, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6936, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6730, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7477, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6924, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6816, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6659, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6717, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6586, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6730, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6319, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6066, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6495, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6874, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6888, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7039, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6873, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6526, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6552, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6584, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6346, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7025, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6448, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6481, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6974, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6438, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6011, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6781, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6946, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6587, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7223, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7105, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6883, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6524, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7329, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6830, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6755, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6390, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6955, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6883, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6926, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6777, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6948, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7353, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5928, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6779, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7229, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7258, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6840, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6751, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7172, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6876, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7052, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6543, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6881, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7054, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6468, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6831, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6322, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6485, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6168, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6583, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7296, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6478, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6828, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6512, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7030, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6995, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7204, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7281, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6819, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7265, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7419, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6499, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6676, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6443, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6723, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6972, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6805, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6631, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7009, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7288, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6945, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7481, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6707, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6967, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6871, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6858, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7019, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7009, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6548, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7383, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6951, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6841, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6992, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6789, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7144, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6902, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6644, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6798, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7456, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6633, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7039, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6589, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6948, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6450, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6968, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6735, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6278, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6598, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6641, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6820, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6953, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6521, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6566, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6879, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7587, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6676, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6665, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6586, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6406, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6673, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6650, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6970, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6023, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6595, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6231, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7524, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6502, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6923, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6719, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7041, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6914, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6878, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6639, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7054, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6231, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6897, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6881, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6689, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6575, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7163, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6599, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6669, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6417, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6783, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6386, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7417, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6552, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6593, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6774, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6608, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6933, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7071, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6620, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6255, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7178, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6786, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6629, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6757, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6683, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7330, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6646, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6751, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6804, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7092, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6975, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6101, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6729, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6596, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6898, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6617, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6612, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6338, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6879, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6475, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6540, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6573, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6598, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6402, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6703, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6851, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7089, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6535, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6837, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6661, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6158, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7004, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6587, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6781, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6449, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6506, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7053, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6825, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6296, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6767, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6873, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7040, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6682, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6466, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7210, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6454, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6829, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6861, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7132, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7091, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7343, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6423, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5896, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6619, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6564, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6782, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6533, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6407, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6628, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6957, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6994, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6887, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6729, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6578, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6725, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6482, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6943, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6998, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6849, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7245, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6911, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6652, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6632, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6701, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6876, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6673, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7447, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6815, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6433, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7116, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6570, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6331, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6488, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6968, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6616, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6963, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6697, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7379, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6332, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7581, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6865, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6474, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6871, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7050, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6996, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6816, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7275, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6750, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7229, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6922, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6544, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6916, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6611, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7225, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6805, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6566, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6793, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6555, device='cuda:0', grad_fn=<AddBackward0>)
